video,text
44,you have this new opportunity that
44,opened up and you could leave
44,from that lab to move over to a new lab
44,is it worth doing is it okay to do how
44,do you do it
44,and what i'm going to do is get to that
44,but first what i want to do is
44,discuss in general leaving labs in a
44,toxic situation because i think that
44,that's something that people are going
44,to find themselves in
44,you know i'm not sure how many of you
44,have found yourself in this kind of a
44,situation where you have a really toxic
44,pi
44,and you've either thought about leaving
44,or you did actually leave
44,let me know in the comments down below
44,so
44,if you're in grad school and you have a
44,toxic pi
44,this is probably the worst situation
44,worse than a
44,when you're doing your postdoc because
44,you're kind of tethered to that
44,department
44,so it's hard to leave and just go
44,somewhere else so you kind of have
44,a couple options really which is trying
44,to fix the situation
44,leaving to a pi you know that's in the
44,department that's a different pi
44,or just leaving the department all
44,together none of them are really great
44,so let's say that you are in a lab
44,you've been there for a year
44,and the lab is just really toxic okay
44,what are the steps that you
44,should be taking yourself well the first
44,step i think that you need to take
44,is to take an outside perspective so
44,take a step back
44,maybe talk to a colleague that's in the
44,department with you that
44,is familiar with the situation and find
44,out is this something that i'm being
44,sensitive
44,to or is this something that really is
44,an issue that needs to be fixed you know
44,really try to take a step back and look
44,at it from all different perspectives
44,let's say that you do that and you talk
44,to a friend and know like
44,the situation that you're experiencing
44,is not normal and it's
44,toxic and you know it's a bad
44,environment and it's hindering your
44,professional growth okay what is the
44,next step that you should be taking
44,i think the first thing that you should
44,be doing in the most professional thing
44,is to talk to the pi yourself before you
44,try to
44,jump and move to a different lab talk to
44,the pi so
44,during a one-on-one say explain to them
44,come with specifics and say you did this
44,this week
44,and i find it to be you know it hurts me
44,in this way
44,and that you've done these other things
44,be specific don't just say
44,this lab is toxic and you're a bad pi
44,and i want to leave because it isn't
